type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
tap_in_home_broken,Zuri,Kilimani,Urban,400,0,NULL
well,Rural,Kilimani,Rural,194,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,292,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,634,9,NULL
shared_tap,Rural,Kilimani,Rural,250,16,NULL
shared_tap,Djenne,Hawassa,Urban,2798,225,NULL
well,Rural,Hawassa,Rural,396,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,296,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Hawassa,Rural,322,0,NULL
shared_tap,Rural,Hawassa,Rural,2820,29,NULL
well,Rural,Kilimani,Rural,262,0,"Contaminated: Biological"
shared_tap,Dahabu,Amanzi,Urban,3026,240,NULL
tap_in_home,Asmara,Amanzi,Urban,864,0,NULL
tap_in_home,Zuri,Kilimani,Urban,472,0,NULL
well,Rural,Amanzi,Rural,330,0,"Contaminated: Chemical"
shared_tap,Zuri,Kilimani,Urban,2712,219,NULL
river,Rural,Kilimani,Rural,776,9,NULL
well,Rural,Sokoto,Rural,182,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,540,0,NULL
well,Rural,Amanzi,Rural,272,0,"Contaminated: Chemical"
tap_in_home,Mrembo,Kilimani,Urban,718,0,NULL
well,Kintampo,Akatsi,Urban,200,0,Clean
well,Kofi,Sokoto,Urban,300,0,"Contaminated: Biological"
tap_in_home,Asmara,Amanzi,Urban,812,0,NULL
well,Cheche,Sokoto,Urban,340,0,"Contaminated: Chemical"
well,Rural,Amanzi,Rural,280,0,Clean
well,Rural,Akatsi,Rural,196,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,170,0,Clean
shared_tap,Isiqalo,Kilimani,Urban,1008,20,NULL
well,Rural,Kilimani,Rural,242,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,400,24,NULL
tap_in_home,Marang,Sokoto,Urban,556,0,NULL
tap_in_home,Bello,Amanzi,Urban,556,0,NULL
tap_in_home,Isiqalo,Kilimani,Urban,576,0,NULL
well,Rural,Amanzi,Rural,384,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,848,0,NULL
tap_in_home,Kintampo,Akatsi,Urban,690,0,NULL
tap_in_home,Cheche,Sokoto,Urban,742,0,NULL
tap_in_home,Rural,Amanzi,Rural,630,0,NULL
well,Rural,Akatsi,Rural,340,0,Clean
well,Harare,Kilimani,Urban,194,0,"Contaminated: Biological"
well,Kintampo,Akatsi,Urban,214,0,Clean
well,Rural,Sokoto,Rural,274,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,306,0,NULL
well,Djenne,Hawassa,Urban,318,0,"Contaminated: Biological"
tap_in_home,Abidjan,Amanzi,Urban,386,0,NULL
shared_tap,Ilanga,Sokoto,Urban,2284,188,NULL
well,Djenne,Hawassa,Urban,334,0,"Contaminated: Chemical"
well,Zanzibar,Hawassa,Urban,342,0,Clean
river,Rural,Kilimani,Rural,504,22,NULL
tap_in_home,Rural,Amanzi,Rural,826,0,NULL
tap_in_home,Rural,Sokoto,Rural,394,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,760,0,NULL
well,Rural,Akatsi,Rural,286,0,"Contaminated: Chemical"
tap_in_home,Rural,Hawassa,Rural,384,0,NULL
well,Rural,Kilimani,Rural,268,0,"Contaminated: Biological"
river,Kintampo,Akatsi,Urban,498,12,NULL
tap_in_home,Rural,Sokoto,Rural,834,0,NULL
shared_tap,Rural,Akatsi,Rural,3060,30,NULL
well,Lusaka,Akatsi,Urban,384,0,"Contaminated: Chemical"
shared_tap,Cheche,Sokoto,Urban,348,48,NULL
tap_in_home_broken,Rural,Amanzi,Rural,682,0,NULL
well,Rural,Akatsi,Rural,350,0,Clean
well,Lusaka,Akatsi,Urban,272,0,Clean
well,Djenne,Hawassa,Urban,178,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,644,27,NULL
shared_tap,Rural,Kilimani,Rural,2176,180,NULL
tap_in_home,Cheche,Sokoto,Urban,590,0,NULL
tap_in_home_broken,Rural,Hawassa,Rural,672,0,NULL
well,Harare,Kilimani,Urban,274,0,Clean
shared_tap,Rural,Akatsi,Rural,904,88,NULL
tap_in_home,Rural,Kilimani,Rural,404,0,NULL
shared_tap,Zuri,Kilimani,Urban,336,16,NULL
tap_in_home_broken,Rural,Akatsi,Rural,548,0,NULL
tap_in_home,Rural,Hawassa,Rural,920,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,410,0,NULL
well,Rural,Hawassa,Rural,196,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,178,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,674,0,NULL
well,Rural,Kilimani,Rural,254,0,Clean
tap_in_home,Rural,Akatsi,Rural,946,0,NULL
tap_in_home,Mrembo,Kilimani,Urban,922,0,NULL
tap_in_home,Rural,Hawassa,Rural,620,0,NULL
shared_tap,Zuri,Kilimani,Urban,1294,116,NULL
tap_in_home_broken,Rural,Amanzi,Rural,778,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,302,0,NULL
river,Rural,Akatsi,Rural,420,17,NULL
well,Rural,Hawassa,Rural,172,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,782,0,NULL
well,Serowe,Hawassa,Urban,264,0,Clean
tap_in_home,Rural,Hawassa,Rural,438,0,NULL
well,Rural,Amanzi,Rural,398,0,"Contaminated: Chemical"
river,Rural,Akatsi,Rural,628,10,NULL
well,Rural,Kilimani,Rural,296,0,"Contaminated: Biological"
well,Yaounde,Hawassa,Urban,226,0,"Contaminated: Chemical"
tap_in_home,Zuri,Kilimani,Urban,998,0,NULL
well,Ilanga,Sokoto,Urban,296,0,"Contaminated: Biological"
well,Isiqalo,Kilimani,Urban,254,0,"Contaminated: Chemical"
tap_in_home_broken,Harare,Akatsi,Urban,464,0,NULL
tap_in_home,Rural,Akatsi,Rural,570,0,NULL
tap_in_home,Rural,Sokoto,Rural,792,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,476,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,772,0,NULL
well,Rural,Akatsi,Rural,344,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,176,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,212,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,180,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,162,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,282,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,522,22,NULL
well,Harare,Akatsi,Urban,188,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Sokoto,Rural,652,0,NULL
well,Rural,Kilimani,Rural,324,0,"Contaminated: Biological"
well,Mrembo,Kilimani,Urban,314,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,2214,26,NULL
shared_tap,Rural,Hawassa,Rural,2234,185,NULL
well,Rural,Sokoto,Rural,372,0,"Contaminated: Biological"
shared_tap,Rural,Amanzi,Rural,2304,190,NULL
shared_tap,Rural,Sokoto,Rural,2054,25,NULL
river,Rural,Kilimani,Rural,894,25,NULL
shared_tap,Rural,Kilimani,Rural,1952,164,NULL
tap_in_home_broken,Amina,Amanzi,Urban,832,0,NULL
well,Majengo,Sokoto,Urban,262,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,458,7,NULL
well,Harare,Akatsi,Urban,314,0,Clean
tap_in_home_broken,Rural,Hawassa,Rural,930,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,432,0,NULL
tap_in_home,Lusaka,Akatsi,Urban,992,0,NULL
well,Serowe,Hawassa,Urban,216,0,Clean
river,Rural,Sokoto,Rural,560,27,NULL
well,Rural,Kilimani,Rural,254,0,Clean
well,Rural,Amanzi,Rural,192,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,354,0,Clean
well,Pwani,Amanzi,Urban,384,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,1838,156,NULL
well,Rural,Sokoto,Rural,292,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,358,0,Clean
tap_in_home,Rural,Akatsi,Rural,572,0,NULL
well,Rural,Hawassa,Rural,200,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,3400,240,NULL
tap_in_home_broken,Bello,Amanzi,Urban,410,0,NULL
tap_in_home_broken,Kintampo,Akatsi,Urban,790,0,NULL
well,Rural,Akatsi,Rural,218,0,Clean
river,Ilanga,Sokoto,Urban,832,14,NULL
tap_in_home,Abidjan,Amanzi,Urban,826,0,NULL
shared_tap,Asmara,Amanzi,Urban,1892,160,NULL
tap_in_home,Lusaka,Akatsi,Urban,650,0,NULL
well,Rural,Hawassa,Rural,282,0,"Contaminated: Biological"
tap_in_home_broken,Harare,Kilimani,Urban,656,0,NULL
well,Rural,Sokoto,Rural,222,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,232,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,374,0,"Contaminated: Biological"
well,Ilanga,Sokoto,Urban,398,0,"Contaminated: Biological"
tap_in_home,Harare,Akatsi,Urban,778,0,NULL
river,Rural,Sokoto,Rural,570,28,NULL
well,Rural,Sokoto,Rural,338,0,"Contaminated: Biological"
tap_in_home,Dahabu,Amanzi,Urban,698,0,NULL
tap_in_home_broken,Kintampo,Akatsi,Urban,800,0,NULL
well,Isiqalo,Kilimani,Urban,218,0,"Contaminated: Biological"
tap_in_home_broken,Asmara,Amanzi,Urban,848,0,NULL
shared_tap,Rural,Akatsi,Rural,402,52,NULL
tap_in_home,Rural,Amanzi,Rural,338,0,NULL
well,Dahabu,Amanzi,Urban,388,0,"Contaminated: Biological"
tap_in_home,Asmara,Amanzi,Urban,418,0,NULL
well,Rural,Sokoto,Rural,326,0,Clean
river,Rural,Hawassa,Rural,640,16,NULL
well,Rural,Hawassa,Rural,370,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,1556,23,NULL
shared_tap,Zuri,Kilimani,Urban,3978,240,NULL
well,Rural,Hawassa,Rural,222,0,"Contaminated: Biological"
tap_in_home,Asmara,Amanzi,Urban,448,0,NULL
river,Rural,Kilimani,Rural,836,15,NULL
tap_in_home,Rural,Hawassa,Rural,924,0,NULL
well,Rural,Sokoto,Rural,224,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,368,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,798,0,NULL
shared_tap,Rural,Akatsi,Rural,2218,26,NULL
tap_in_home_broken,Rural,Amanzi,Rural,396,0,NULL
tap_in_home,Majengo,Sokoto,Urban,608,0,NULL
tap_in_home,Rural,Sokoto,Rural,344,0,NULL
shared_tap,Rural,Akatsi,Rural,2416,27,NULL
river,Rural,Sokoto,Rural,890,9,NULL
tap_in_home,Lusaka,Akatsi,Urban,686,0,NULL
river,Amara,Kilimani,Urban,580,10,NULL
shared_tap,Rural,Hawassa,Rural,2810,226,NULL
well,Rural,Hawassa,Rural,314,0,"Contaminated: Biological"
shared_tap,Rural,Sokoto,Rural,834,83,NULL
tap_in_home,Amara,Kilimani,Urban,892,0,NULL
well,Rural,Kilimani,Rural,334,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,304,0,Clean
well,Kintampo,Akatsi,Urban,258,0,Clean
tap_in_home,Mrembo,Kilimani,Urban,904,0,NULL
well,Isiqalo,Kilimani,Urban,164,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,412,0,NULL
river,Harare,Kilimani,Urban,742,10,NULL
tap_in_home,Lusaka,Akatsi,Urban,948,0,NULL
well,Rural,Akatsi,Rural,194,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,208,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,704,0,NULL
well,Rural,Hawassa,Rural,346,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,240,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,170,0,"Contaminated: Biological"
tap_in_home,Rural,Sokoto,Rural,674,0,NULL
well,Serowe,Hawassa,Urban,340,0,Clean
shared_tap,Rural,Akatsi,Rural,3390,30,NULL
well,Rural,Kilimani,Rural,226,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,234,0,"Contaminated: Chemical"
well,Harare,Kilimani,Urban,232,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,360,0,Clean
tap_in_home_broken,Marang,Sokoto,Urban,768,0,NULL
shared_tap,Majengo,Sokoto,Urban,3468,240,NULL
tap_in_home_broken,Bello,Amanzi,Urban,800,0,NULL
well,Rural,Hawassa,Rural,182,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,568,0,NULL
shared_tap,Rural,Akatsi,Rural,3184,240,NULL
tap_in_home,Ilanga,Sokoto,Urban,920,0,NULL
well,Harare,Akatsi,Urban,350,0,"Contaminated: Chemical"
tap_in_home,Abidjan,Amanzi,Urban,954,0,NULL
tap_in_home,Rural,Amanzi,Rural,482,0,NULL
well,Rural,Kilimani,Rural,350,0,Clean
tap_in_home_broken,Rural,Kilimani,Rural,984,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,890,0,NULL
well,Rural,Akatsi,Rural,338,0,Clean
tap_in_home,Rural,Sokoto,Rural,364,0,NULL
tap_in_home_broken,Bahari,Sokoto,Urban,410,0,NULL
tap_in_home,Lusaka,Akatsi,Urban,334,0,NULL
tap_in_home,Isiqalo,Kilimani,Urban,738,0,NULL
well,Isiqalo,Kilimani,Urban,326,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Amanzi,Rural,670,0,NULL
well,Rural,Sokoto,Rural,378,0,"Contaminated: Biological"
well,Lusaka,Akatsi,Urban,262,0,Clean
well,Rural,Sokoto,Rural,320,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,258,0,"Contaminated: Biological"
shared_tap,Rural,Hawassa,Rural,3754,240,NULL
tap_in_home_broken,Amina,Amanzi,Urban,306,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,358,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,370,0,NULL
well,Harare,Kilimani,Urban,246,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Hawassa,Rural,482,0,NULL
well,Rural,Kilimani,Rural,314,0,Clean
tap_in_home,Dahabu,Amanzi,Urban,420,0,NULL
well,Rural,Sokoto,Rural,322,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,210,0,Clean
river,Rural,Hawassa,Rural,742,26,NULL
tap_in_home,Rural,Kilimani,Rural,348,0,NULL
well,Mrembo,Kilimani,Urban,290,0,Clean
well,Rural,Sokoto,Rural,222,0,"Contaminated: Chemical"
river,Dahabu,Amanzi,Urban,728,9,NULL
shared_tap,Rural,Kilimani,Rural,3846,240,NULL
well,Rural,Kilimani,Rural,250,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,180,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,2618,212,NULL
tap_in_home_broken,Rural,Sokoto,Rural,900,0,NULL
well,Rural,Akatsi,Rural,174,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1406,22,NULL
well,Rural,Akatsi,Rural,234,0,Clean
tap_in_home_broken,Amina,Amanzi,Urban,552,0,NULL
river,Rural,Sokoto,Rural,422,24,NULL
well,Harare,Kilimani,Urban,324,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,852,7,NULL
tap_in_home,Harare,Kilimani,Urban,432,0,NULL
well,Rural,Sokoto,Rural,204,0,"Contaminated: Biological"
well,Isiqalo,Kilimani,Urban,204,0,"Contaminated: Chemical"
shared_tap,Rural,Amanzi,Rural,3286,30,NULL
well,Rural,Sokoto,Rural,372,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,400,28,NULL
shared_tap,Rural,Akatsi,Rural,2858,29,NULL
tap_in_home,Rural,Kilimani,Rural,720,0,NULL
well,Rural,Akatsi,Rural,264,0,Clean
well,Lusaka,Akatsi,Urban,236,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,1156,106,NULL
well,Rural,Sokoto,Rural,210,0,"Contaminated: Biological"
tap_in_home_broken,Zuri,Kilimani,Urban,506,0,NULL
shared_tap,Zuri,Kilimani,Urban,2004,168,NULL
shared_tap,Rural,Akatsi,Rural,794,80,NULL
tap_in_home,Rural,Amanzi,Rural,448,0,NULL
river,Rural,Sokoto,Rural,496,13,NULL
tap_in_home,Zuri,Kilimani,Urban,612,0,NULL
well,Rural,Sokoto,Rural,368,0,"Contaminated: Biological"
tap_in_home,Dahabu,Amanzi,Urban,422,0,NULL
shared_tap,Rural,Sokoto,Rural,1714,147,NULL
shared_tap,Rural,Sokoto,Rural,420,17,NULL
well,Rural,Akatsi,Rural,256,0,"Contaminated: Chemical"
tap_in_home_broken,Bello,Amanzi,Urban,532,0,NULL
well,Rural,Kilimani,Rural,194,0,"Contaminated: Chemical"
well,Djenne,Hawassa,Urban,184,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,530,24,NULL
well,Rural,Akatsi,Rural,354,0,"Contaminated: Chemical"
well,Isiqalo,Kilimani,Urban,194,0,"Contaminated: Biological"
tap_in_home,Rural,Hawassa,Rural,918,0,NULL
shared_tap,Bello,Amanzi,Urban,1612,139,NULL
shared_tap,Rural,Hawassa,Rural,2150,178,NULL
well,Rural,Akatsi,Rural,356,0,"Contaminated: Chemical"
river,Rural,Kilimani,Rural,778,21,NULL
well,Rural,Akatsi,Rural,344,0,Clean
river,Rural,Sokoto,Rural,690,19,NULL
river,Asmara,Amanzi,Urban,896,12,NULL
well,Yaounde,Hawassa,Urban,270,0,Clean
river,Rural,Sokoto,Rural,636,25,NULL
well,Harare,Akatsi,Urban,234,0,Clean
tap_in_home,Yaounde,Hawassa,Urban,668,0,NULL
well,Rural,Akatsi,Rural,390,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,648,12,NULL
well,Amina,Hawassa,Urban,186,0,"Contaminated: Biological"
tap_in_home_broken,Harare,Akatsi,Urban,800,0,NULL
river,Rural,Amanzi,Rural,624,24,NULL
well,Rural,Akatsi,Rural,254,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,228,0,"Contaminated: Chemical"
well,Rural,Amanzi,Rural,284,0,"Contaminated: Biological"
tap_in_home,Rural,Akatsi,Rural,804,0,NULL
well,Asmara,Amanzi,Urban,210,0,"Contaminated: Biological"
river,Majengo,Sokoto,Urban,804,19,NULL
river,Rural,Kilimani,Rural,996,14,NULL
shared_tap,Asmara,Amanzi,Urban,2638,214,NULL
well,Rural,Akatsi,Rural,190,0,Clean
well,Rural,Sokoto,Rural,340,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,348,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1226,21,NULL
shared_tap,Rural,Akatsi,Rural,1940,163,NULL
well,Rural,Kilimani,Rural,354,0,"Contaminated: Chemical"
well,Amina,Hawassa,Urban,312,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,372,0,Clean
tap_in_home,Rural,Hawassa,Rural,470,0,NULL
tap_in_home,Kofi,Sokoto,Urban,758,0,NULL
shared_tap,Asmara,Amanzi,Urban,3376,240,NULL
river,Rural,Sokoto,Rural,752,22,NULL
well,Rural,Sokoto,Rural,348,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,368,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,616,0,NULL
tap_in_home,Rural,Kilimani,Rural,594,0,NULL
shared_tap,Asmara,Amanzi,Urban,450,55,NULL
well,Rural,Kilimani,Rural,240,0,"Contaminated: Chemical"
river,Kofi,Sokoto,Urban,712,11,NULL
tap_in_home,Rural,Sokoto,Rural,968,0,NULL
tap_in_home,Rural,Hawassa,Rural,336,0,NULL
river,Rural,Kilimani,Rural,562,20,NULL
well,Pwani,Amanzi,Urban,170,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Kilimani,Rural,452,0,NULL
tap_in_home,Cheche,Sokoto,Urban,724,0,NULL
tap_in_home,Rural,Amanzi,Rural,352,0,NULL
shared_tap,Rural,Kilimani,Rural,3696,30,NULL
tap_in_home_broken,Lusaka,Akatsi,Urban,808,0,NULL
shared_tap,Rural,Akatsi,Rural,1326,119,NULL
well,Rural,Akatsi,Rural,198,0,Clean
tap_in_home_broken,Harare,Kilimani,Urban,550,0,NULL
shared_tap,Rural,Kilimani,Rural,2478,27,NULL
river,Rural,Hawassa,Rural,616,13,NULL
tap_in_home,Asmara,Amanzi,Urban,746,0,NULL
well,Rural,Kilimani,Rural,254,0,"Contaminated: Chemical"
tap_in_home,Mrembo,Kilimani,Urban,540,0,NULL
well,Rural,Hawassa,Rural,246,0,"Contaminated: Biological"
shared_tap,Rural,Sokoto,Rural,1682,145,NULL
shared_tap,Ilanga,Sokoto,Urban,3362,30,NULL
tap_in_home,Dahabu,Amanzi,Urban,722,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,660,0,NULL
well,Asmara,Amanzi,Urban,318,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,276,0,Clean
well,Harare,Kilimani,Urban,242,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,290,0,Clean
well,Rural,Akatsi,Rural,276,0,Clean
well,Rural,Hawassa,Rural,184,0,"Contaminated: Chemical"
river,Rural,Akatsi,Rural,502,9,NULL
river,Rural,Sokoto,Rural,568,12,NULL
well,Zanzibar,Hawassa,Urban,388,0,"Contaminated: Chemical"
tap_in_home_broken,Lusaka,Akatsi,Urban,458,0,NULL
well,Isiqalo,Kilimani,Urban,166,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,274,0,Clean
well,Zuri,Kilimani,Urban,356,0,"Contaminated: Chemical"
shared_tap,Amina,Amanzi,Urban,3088,240,NULL
tap_in_home_broken,Pwani,Amanzi,Urban,826,0,NULL
tap_in_home,Rural,Amanzi,Rural,618,0,NULL
river,Ilanga,Sokoto,Urban,868,8,NULL
well,Rural,Kilimani,Rural,366,0,"Contaminated: Biological"
well,Lusaka,Akatsi,Urban,190,0,"Contaminated: Biological"
shared_tap,Rural,Sokoto,Rural,1604,139,NULL
well,Rural,Amanzi,Rural,328,0,Clean
well,Rural,Sokoto,Rural,234,0,"Contaminated: Biological"
river,Rural,Hawassa,Rural,498,6,NULL
tap_in_home_broken,Amina,Amanzi,Urban,476,0,NULL
shared_tap,Rural,Kilimani,Rural,2910,233,NULL
tap_in_home,Asmara,Amanzi,Urban,940,0,NULL
tap_in_home,Rural,Akatsi,Rural,594,0,NULL
well,Rural,Kilimani,Rural,354,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,394,0,"Contaminated: Biological"
river,Cheche,Sokoto,Urban,650,14,NULL
shared_tap,Rural,Akatsi,Rural,1538,22,NULL
well,Rural,Amanzi,Rural,278,0,"Contaminated: Chemical"
well,Dahabu,Amanzi,Urban,230,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,228,0,Clean
shared_tap,Rural,Amanzi,Rural,260,16,NULL
well,Rural,Kilimani,Rural,398,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,206,0,"Contaminated: Biological"
tap_in_home_broken,Pwani,Amanzi,Urban,658,0,NULL
well,Harare,Akatsi,Urban,168,0,"Contaminated: Chemical"
well,Majengo,Sokoto,Urban,396,0,Clean
well,Rural,Sokoto,Rural,390,0,"Contaminated: Biological"
shared_tap,Asmara,Amanzi,Urban,2180,181,NULL
well,Bahari,Sokoto,Urban,312,0,Clean
well,Rural,Kilimani,Rural,238,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,164,0,Clean
well,Rural,Sokoto,Rural,182,0,"Contaminated: Biological"
river,Bahari,Sokoto,Urban,874,29,NULL
well,Rural,Akatsi,Rural,368,0,"Contaminated: Chemical"
tap_in_home,Pwani,Amanzi,Urban,850,0,NULL
well,Rural,Sokoto,Rural,318,0,"Contaminated: Biological"
well,Asmara,Amanzi,Urban,372,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Amanzi,Rural,888,0,NULL
well,Rural,Kilimani,Rural,242,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,278,0,Clean
tap_in_home,Rural,Akatsi,Rural,798,0,NULL
well,Deka,Hawassa,Urban,280,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,408,0,NULL
river,Rural,Kilimani,Rural,632,12,NULL
well,Pwani,Amanzi,Urban,234,0,"Contaminated: Biological"
tap_in_home,Zuri,Kilimani,Urban,866,0,NULL
well,Rural,Hawassa,Rural,186,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,934,17,NULL
shared_tap,Rural,Hawassa,Rural,3174,30,NULL
well,Rural,Sokoto,Rural,178,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,3138,30,NULL
tap_in_home_broken,Rural,Amanzi,Rural,850,0,NULL
tap_in_home,Rural,Hawassa,Rural,312,0,NULL
river,Rural,Sokoto,Rural,820,9,NULL
tap_in_home,Marang,Sokoto,Urban,860,0,NULL
shared_tap,Rural,Akatsi,Rural,2854,229,NULL
well,Rural,Amanzi,Rural,264,0,"Contaminated: Chemical"
tap_in_home_broken,Lusaka,Akatsi,Urban,424,0,NULL
well,Ilanga,Sokoto,Urban,176,0,Clean
well,Rural,Amanzi,Rural,232,0,Clean
shared_tap,Rural,Sokoto,Rural,642,18,NULL
tap_in_home,Dahabu,Amanzi,Urban,472,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,320,0,NULL
well,Rural,Akatsi,Rural,186,0,"Contaminated: Chemical"
tap_in_home,Isiqalo,Kilimani,Urban,624,0,NULL
well,Deka,Hawassa,Urban,256,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,254,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Hawassa,Rural,944,0,NULL
river,Rural,Kilimani,Rural,414,27,NULL
well,Rural,Kilimani,Rural,226,0,Clean
tap_in_home_broken,Rural,Kilimani,Rural,450,0,NULL
tap_in_home_broken,Yaounde,Hawassa,Urban,330,0,NULL
tap_in_home_broken,Harare,Akatsi,Urban,642,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,990,0,NULL
well,Zanzibar,Hawassa,Urban,338,0,"Contaminated: Biological"
shared_tap,Rural,Amanzi,Rural,376,16,NULL
tap_in_home,Rural,Amanzi,Rural,422,0,NULL
well,Rural,Sokoto,Rural,196,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,166,0,"Contaminated: Chemical"
well,Kintampo,Akatsi,Urban,180,0,Clean
shared_tap,Cheche,Sokoto,Urban,2254,186,NULL
tap_in_home,Rural,Sokoto,Rural,464,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,582,0,NULL
river,Rural,Sokoto,Rural,826,24,NULL
well,Rural,Akatsi,Rural,382,0,Clean
well,Rural,Sokoto,Rural,296,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,246,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,950,11,NULL
well,Mrembo,Kilimani,Urban,380,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,310,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,2462,201,NULL
well,Rural,Hawassa,Rural,346,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,512,27,NULL
shared_tap,Rural,Hawassa,Rural,3108,240,NULL
well,Rural,Akatsi,Rural,218,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,574,0,NULL
shared_tap,Zuri,Kilimani,Urban,408,52,NULL
well,Rural,Sokoto,Rural,318,0,"Contaminated: Biological"
river,Rural,Akatsi,Rural,958,15,NULL
