address,town_name,province_name,source_id,type_of_water_source,results,Improvement
"69 Asimbonanga Road",Rural,Sokoto,SoRu38894224,tap_in_home_broken,NULL,NULL
"22 Bamako Avenue",Rural,Hawassa,HaRu18351224,well,"Contaminated: Chemical","Install RO filter"
"76 Sfax Street",Ilanga,Sokoto,SoIl32395224,well,"Contaminated: Chemical","Install RO filter"
"39 Haile Selassie Avenue",Rural,Kilimani,KiRu27853224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Kinshasa Road",Rural,Kilimani,KiRu30349224,shared_tap,NULL,NULL
"65 Durban Road",Djenne,Hawassa,HaDj16732224,well,"Contaminated: Chemical","Install RO filter"
"2 Afrobeats Street",Mrembo,Kilimani,KiMr25156224,river,NULL,"Drill well"
"100 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01150224,well,"Contaminated: Chemical","Install RO filter"
"25 Bamenda Boulevard",Rural,Hawassa,HaRu18107224,well,"Contaminated: Biological","Install UV and RO filter"
"28 Afro Jazz Street",Amina,Amanzi,AmAm09880224,well,"Contaminated: Chemical","Install RO filter"
"100 Garang Street",Amina,Hawassa,HaAm16043224,well,"Contaminated: Chemical","Install RO filter"
"192 Hurghada Street",Rural,Amanzi,AmRu13142224,tap_in_home_broken,NULL,NULL
"92 Mto Wa Uzima Street",Rural,Sokoto,SoRu38285224,well,"Contaminated: Chemical","Install RO filter"
"17 Mto Mbuni Avenue",Asmara,Amanzi,AmAs10884224,tap_in_home_broken,NULL,NULL
"151 Conakry Street",Zuri,Kilimani,KiZu31203224,shared_tap,NULL,NULL
"146 Lome Street",Amara,Kilimani,KiAm22013224,tap_in_home_broken,NULL,NULL
"188 Savanna Street",Rural,Akatsi,AkRu03246224,well,"Contaminated: Chemical","Install RO filter"
"24 Djibouti Drive",Rural,Hawassa,HaRu18127224,well,"Contaminated: Biological","Install UV and RO filter"
"6 Meru Circle",Ilanga,Sokoto,SoIl32279224,river,NULL,"Drill well"
"66 Khama Avenue",Rural,Hawassa,HaRu18829224,well,"Contaminated: Biological","Install UV and RO filter"
"45 Njovu Biko Drive",Kofi,Sokoto,SoKo33258224,river,NULL,"Drill well"
"19 Kudu Square",Rural,Kilimani,KiRu25862224,well,"Contaminated: Biological","Install UV and RO filter"
"150 Mto Wa Furaha Road",Rural,Akatsi,AkRu07626224,shared_tap,NULL,NULL
"100 Tembo Mandela Road",Rural,Akatsi,AkRu06192224,tap_in_home_broken,NULL,NULL
"27 Amina Mohammed Drive",Djenne,Hawassa,HaDj16968224,well,"Contaminated: Biological","Install UV and RO filter"
"130 Yaounde Street",Zuri,Kilimani,KiZu30994224,tap_in_home_broken,NULL,NULL
"28 Wangari Maathai Avenue",Yaounde,Hawassa,HaYa21554224,well,"Contaminated: Chemical","Install RO filter"
"5 Kumasi Street",Lusaka,Akatsi,AkLu02116224,tap_in_home_broken,NULL,NULL
"143 Machel Lane",Rural,Sokoto,SoRu36513224,tap_in_home_broken,NULL,NULL
"17 Rhodes Street",Rural,Hawassa,HaRu17426224,well,"Contaminated: Biological","Install UV and RO filter"
"27 Nile Street",Rural,Sokoto,SoRu35359224,tap_in_home_broken,NULL,NULL
"41 Ziwa La Kipepeo Drive",Lusaka,Akatsi,AkLu02485224,tap_in_home_broken,NULL,NULL
"42 Uhuru Square",Rural,Kilimani,KiRu25482224,well,"Contaminated: Biological","Install UV and RO filter"
"1 Mto Maridadi Avenue",Rural,Amanzi,AmRu15096224,tap_in_home_broken,NULL,NULL
"153 Eto'o Street",Asmara,Amanzi,AmAs10330224,shared_tap,NULL,NULL
"67 Jerusalema Lane",Rural,Amanzi,AmRu15514224,shared_tap,NULL,NULL
"16 Banjul Street",Zuri,Kilimani,KiZu30832224,well,"Contaminated: Biological","Install UV and RO filter"
"145 Asmara Street",Rural,Akatsi,AkRu04400224,well,"Contaminated: Chemical","Install RO filter"
"21 Garang Street",Amina,Hawassa,HaAm15966224,tap_in_home_broken,NULL,NULL
"76 Sungura Amanpour Road",Rural,Kilimani,KiRu28452224,well,"Contaminated: Chemical","Install RO filter"
"198 Cape Verde Street",Ilanga,Sokoto,SoIl32887224,river,NULL,"Drill well"
"128 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23868224,well,"Contaminated: Chemical","Install RO filter"
"109 Pwani Mchangani Road",Ilanga,Sokoto,SoIl32656224,well,"Contaminated: Chemical","Install RO filter"
"100 Maseru Road",Rural,Kilimani,KiRu27269224,shared_tap,NULL,NULL
"50 Jerusalema Lane",Rural,Amanzi,AmRu15586224,tap_in_home_broken,NULL,NULL
"45 Kinshasa Road",Rural,Kilimani,KiRu30416224,well,"Contaminated: Chemical","Install RO filter"
"33 Ladysmith Black Street",Rural,Akatsi,AkRu08872224,well,"Contaminated: Chemical","Install RO filter"
"95 Twiga Lane",Rural,Hawassa,HaRu17023224,well,"Contaminated: Biological","Install UV and RO filter"
"49 Bahari Nyeupe Street",Rural,Kilimani,KiRu29581224,tap_in_home_broken,NULL,NULL
"110 Kenyatta Street",Rural,Akatsi,AkRu05182224,river,NULL,"Drill well"
"106 Njia Ya Maji Road",Rural,Kilimani,KiRu29046224,well,"Contaminated: Biological","Install UV and RO filter"
"145 Simba Road",Rural,Akatsi,AkRu06048224,well,"Contaminated: Chemical","Install RO filter"
"98 Garang Street",Amina,Hawassa,HaAm15941224,tap_in_home_broken,NULL,NULL
"76 Mto Msafi Road",Dahabu,Amanzi,AmDa12031224,shared_tap,NULL,NULL
"138 N'Djamena Road",Rural,Kilimani,KiRu26851224,well,"Contaminated: Chemical","Install RO filter"
"42 Casablanca Road",Rural,Sokoto,SoRu36244224,river,NULL,"Drill well"
"83 Kob Maathai Road",Mrembo,Kilimani,KiMr24611224,tap_in_home_broken,NULL,NULL
"64 Punda Kagame Street",Rural,Akatsi,AkRu06452224,tap_in_home_broken,NULL,NULL
"127 Angelique Street",Rural,Sokoto,SoRu39540224,river,NULL,"Drill well"
"37 Nungunungu Selassie Drive",Rural,Akatsi,AkRu07048224,shared_tap,NULL,NULL
"42 Bahari Ya Uzuri Drive",Rural,Kilimani,KiRu29409224,tap_in_home_broken,NULL,NULL
"4 Seychelles Street",Rural,Sokoto,SoRu35964224,well,"Contaminated: Chemical","Install RO filter"
"34 Drogba Drive",Marang,Sokoto,SoMa34400224,well,"Contaminated: Chemical","Install RO filter"
"11 Zambezi Way",Amina,Amanzi,AmAm09343224,tap_in_home_broken,NULL,NULL
"58 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38584224,river,NULL,"Drill well"
"111 Sungura Amanpour Road",Rural,Kilimani,KiRu28448224,well,"Contaminated: Biological","Install UV and RO filter"
"176 Twiga Lane",Rural,Hawassa,HaRu17039224,tap_in_home_broken,NULL,NULL
"44 Shakira Drive",Rural,Sokoto,SoRu39271224,well,"Contaminated: Chemical","Install RO filter"
"43 Oliver Tambo Street",Harare,Akatsi,AkHa00289224,well,"Contaminated: Biological","Install UV and RO filter"
"41 Antananarivo Road",Rural,Akatsi,AkRu04483224,well,"Contaminated: Chemical","Install RO filter"
"11 Njovu Biko Drive",Kofi,Sokoto,SoKo33262224,river,NULL,"Drill well"
"106 Desmond Tutu Street",Rural,Kilimani,KiRu27771224,tap_in_home_broken,NULL,NULL
"7 African Queen Road",Rural,Amanzi,AmRu15842224,tap_in_home_broken,NULL,NULL
"180 Ladysmith Black Street",Rural,Akatsi,AkRu08892224,well,"Contaminated: Chemical","Install RO filter"
"7 Zanzibar Street",Rural,Kilimani,KiRu27034224,river,NULL,"Drill well"
"50 Tunis Street",Kintampo,Akatsi,AkKi00957224,well,"Contaminated: Chemical","Install RO filter"
"192 Afrobeats Street",Mrembo,Kilimani,KiMr25066224,well,"Contaminated: Chemical","Install RO filter"
"28 Maputo Drive",Zuri,Kilimani,KiZu31107224,shared_tap,NULL,NULL
"58 Kipepeo Johnson Street",Rural,Kilimani,KiRu28165224,tap_in_home_broken,NULL,NULL
"46 Ziwa La Kioo Road",Rural,Kilimani,KiRu28883224,river,NULL,"Drill well"
"29 Simba Tutu Street",Rural,Akatsi,AkRu07242224,tap_in_home_broken,NULL,NULL
"92 Mawimbi Maji Street",Rural,Amanzi,AmRu15147224,well,"Contaminated: Chemical","Install RO filter"
"95 Papa Wemba Road",Lusaka,Akatsi,AkLu02524224,shared_tap,NULL,NULL
"29 Ouagadougou Way",Rural,Kilimani,KiRu27069224,well,"Contaminated: Chemical","Install RO filter"
"27 Ebony Crest",Rural,Sokoto,SoRu34983224,river,NULL,"Drill well"
"157 Kipepeo Johnson Street",Rural,Kilimani,KiRu28263224,well,"Contaminated: Chemical","Install RO filter"
"141 Twiga Lane",Rural,Hawassa,HaRu17133224,well,"Contaminated: Chemical","Install RO filter"
"53 Haile Selassie Avenue",Rural,Akatsi,AkRu03935224,river,NULL,"Drill well"
"22 Nyerere Ndovu Avenue",Rural,Kilimani,KiRu27931224,well,"Contaminated: Chemical","Install RO filter"
"48 Winnie Mandela Street",Rural,Hawassa,HaRu19038224,tap_in_home_broken,NULL,NULL
"159 Twiga Lane",Rural,Hawassa,HaRu16978224,tap_in_home_broken,NULL,NULL
"79 Nyama Choma Street",Rural,Amanzi,AmRu14771224,tap_in_home_broken,NULL,NULL
"14 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20480224,shared_tap,NULL,NULL
"91 Yvonne Chaka Street",Harare,Akatsi,AkHa00640224,well,"Contaminated: Biological","Install UV and RO filter"
"18 Moroni Avenue",Rural,Sokoto,SoRu35664224,river,NULL,"Drill well"
"131 Eto'o Street",Asmara,Amanzi,AmAs10449224,tap_in_home_broken,NULL,NULL
"110 Jengo Street",Pwani,Amanzi,AmPw12519224,well,"Contaminated: Chemical","Install RO filter"
"29 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19224224,well,"Contaminated: Biological","Install UV and RO filter"
"178 Machel Lane",Rural,Sokoto,SoRu36552224,shared_tap,NULL,NULL
"160 Ziwa La Upendo Street",Rural,Kilimani,KiRu29782224,tap_in_home_broken,NULL,NULL
"59 Mto Mbuni Avenue",Asmara,Amanzi,AmAs10913224,well,"Contaminated: Chemical","Install RO filter"
"62 Victoria Street",Rural,Akatsi,AkRu04087224,well,"Contaminated: Chemical","Install RO filter"
"130 Mlima Wa Hekima Street",Kofi,Sokoto,SoKo33421224,river,NULL,"Drill well"
"68 Mbube Avenue",Harare,Akatsi,AkHa00743224,shared_tap,NULL,NULL
"95 Constantine Road",Rural,Hawassa,HaRu17706224,well,"Contaminated: Chemical","Install RO filter"
"60 Windhoek Way",Rural,Akatsi,AkRu04676224,well,"Contaminated: Chemical","Install RO filter"
"163 Zambezi Street",Kintampo,Akatsi,AkKi01464224,well,"Contaminated: Biological","Install UV and RO filter"
"92 Durban Road",Djenne,Hawassa,HaDj16743224,tap_in_home_broken,NULL,NULL
"15 Mwanza Street",Rural,Kilimani,KiRu25306224,tap_in_home_broken,NULL,NULL
"41 Khama Avenue",Rural,Hawassa,HaRu18806224,shared_tap,NULL,NULL
"92 Ziwa La Upendo Street",Rural,Kilimani,KiRu29675224,well,"Contaminated: Biological","Install UV and RO filter"
"4 Pygmy Trail",Serowe,Hawassa,HaSe20917224,tap_in_home_broken,NULL,NULL
"80 Tuku Street",Rural,Hawassa,HaRu20710224,well,"Contaminated: Chemical","Install RO filter"
"57 Praia Avenue",Rural,Kilimani,KiRu26529224,well,"Contaminated: Biological","Install UV and RO filter"
"47 Punda Kagame Street",Rural,Akatsi,AkRu06391224,well,"Contaminated: Chemical","Install RO filter"
"51 Cairo Road",Rural,Amanzi,AmRu13069224,tap_in_home_broken,NULL,NULL
"16 Bamako Road",Cheche,Sokoto,SoCh31932224,well,"Contaminated: Chemical","Install RO filter"
"81 Papa Wemba Road",Lusaka,Akatsi,AkLu02629224,tap_in_home_broken,NULL,NULL
"85 Jerusalema Lane",Rural,Amanzi,AmRu15478224,tap_in_home_broken,NULL,NULL
"146 Timbuktu Road",Rural,Amanzi,AmRu13923224,river,NULL,"Drill well"
"7 Ramaphosa Road",Rural,Akatsi,AkRu05711224,well,"Contaminated: Chemical","Install RO filter"
"25 Kigali Drive",Abidjan,Amanzi,AmAb09156224,well,"Contaminated: Chemical","Install RO filter"
"130 Special Star Road",Rural,Kilimani,KiRu30002224,well,"Contaminated: Biological","Install UV and RO filter"
"66 Desmond Tutu Street",Rural,Kilimani,KiRu27630224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Kilimanjaro Drive",Rural,Amanzi,AmRu12807224,tap_in_home_broken,NULL,NULL
"13 Miriam Makeba Drive",Rural,Hawassa,HaRu19157224,shared_tap,NULL,NULL
"51 Bahari Nzuri Street",Rural,Kilimani,KiRu28782224,shared_tap,NULL,NULL
"181 Mto Wa Uzima Street",Rural,Sokoto,SoRu38167224,well,"Contaminated: Chemical","Install RO filter"
"113 Jerusalema Lane",Rural,Amanzi,AmRu15410224,well,"Contaminated: Chemical","Install RO filter"
"85 Zambezi Street",Kintampo,Akatsi,AkKi01514224,tap_in_home_broken,NULL,NULL
"118 Sfax Street",Ilanga,Sokoto,SoIl32454224,well,"Contaminated: Biological","Install UV and RO filter"
"131 Kob Maathai Road",Mrembo,Kilimani,KiMr24649224,well,"Contaminated: Chemical","Install RO filter"
"132 Freedom Road",Rural,Akatsi,AkRu08341224,shared_tap,NULL,NULL
"48 Mto Mbuni Avenue",Asmara,Amanzi,AmAs10894224,shared_tap,NULL,NULL
"133 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20529224,tap_in_home_broken,NULL,NULL
"33 Praia Avenue",Rural,Kilimani,KiRu26545224,well,"Contaminated: Chemical","Install RO filter"
"42 Kaduna Road",Rural,Kilimani,KiRu27343224,river,NULL,"Drill well"
"25 Bissau Street",Rural,Akatsi,AkRu04979224,well,"Contaminated: Chemical","Install RO filter"
"162 Winnie Mandela Street",Rural,Hawassa,HaRu19063224,well,"Contaminated: Chemical","Install RO filter"
"86 Mogadishu Road",Lusaka,Akatsi,AkLu01593224,tap_in_home_broken,NULL,NULL
"105 Tunis Street",Kintampo,Akatsi,AkKi00909224,well,"Contaminated: Chemical","Install RO filter"
"29 Abuja Avenue",Rural,Hawassa,HaRu18237224,well,"Contaminated: Chemical","Install RO filter"
"93 Afrobeats Street",Mrembo,Kilimani,KiMr25045224,tap_in_home_broken,NULL,NULL
"7 Onyx Drive",Rural,Akatsi,AkRu03441224,well,"Contaminated: Chemical","Install RO filter"
"1 Kwame Nkrumah Street",Bahari,Sokoto,SoBa31553224,well,"Contaminated: Chemical","Install RO filter"
"94 Algiers Road",Majengo,Sokoto,SoMa33656224,river,NULL,"Drill well"
"134 Bissau Street",Rural,Akatsi,AkRu04923224,well,"Contaminated: Chemical","Install RO filter"
"49 Lusaka Road",Cheche,Sokoto,SoCh32169224,well,"Contaminated: Chemical","Install RO filter"
"27 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19227224,well,"Contaminated: Biological","Install UV and RO filter"
"117 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01267224,tap_in_home_broken,NULL,NULL
"19 Hurghada Street",Rural,Amanzi,AmRu13299224,tap_in_home_broken,NULL,NULL
"25 Freetown Road",Marang,Sokoto,SoMa34290224,tap_in_home_broken,NULL,NULL
"149 African Skies Street",Rural,Akatsi,AkRu08446224,shared_tap,NULL,NULL
"81 Nguvu Tutu Street",Amara,Kilimani,KiAm22423224,tap_in_home_broken,NULL,NULL
"80 Zinjathropus Street",Rural,Amanzi,AmRu14146224,tap_in_home_broken,NULL,NULL
"1 Mbeki Street",Rural,Akatsi,AkRu05943224,well,"Contaminated: Chemical","Install RO filter"
"77 Banjul Street",Zuri,Kilimani,KiZu30845224,well,"Contaminated: Biological","Install UV and RO filter"
"183 Mlima Wa Hekima Street",Kofi,Sokoto,SoKo33468224,well,"Contaminated: Chemical","Install RO filter"
"50 Rabat Avenue",Rural,Sokoto,SoRu36159224,river,NULL,"Drill well"
"47 Mnyama Dangote Road",Rural,Hawassa,HaRu19442224,well,"Contaminated: Chemical","Install RO filter"
"25 Okavango Bend",Rural,Kilimani,KiRu25555224,well,"Contaminated: Chemical","Install RO filter"
"66 Mto Wa Furaha Road",Rural,Akatsi,AkRu07579224,well,"Contaminated: Biological","Install UV and RO filter"
"26 Fela Kuti Boulevard",Djenne,Hawassa,HaDj16861224,well,"Contaminated: Chemical","Install RO filter"
"39 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36996224,well,"Contaminated: Chemical","Install RO filter"
"99 Pwani Ya Utukufu Road",Rural,Akatsi,AkRu08206224,well,"Contaminated: Biological","Install UV and RO filter"
"74 Paka Dangote Street",Rural,Sokoto,SoRu37952224,tap_in_home_broken,NULL,NULL
"8 Savannah Grove",Rural,Hawassa,HaRu17251224,tap_in_home_broken,NULL,NULL
"144 Fisi Nkrumah Street",Rural,Akatsi,AkRu06919224,well,"Contaminated: Chemical","Install RO filter"
"3 Nkrumah Road",Rural,Sokoto,SoRu36415224,tap_in_home_broken,NULL,NULL
"106 Nadi Kijani Lane",Asmara,Amanzi,AmAs10544224,river,NULL,"Drill well"
"56 Haile Selassie Avenue",Rural,Akatsi,AkRu03904224,shared_tap,NULL,NULL
"79 Kampala Road",Zanzibar,Hawassa,HaZa21706224,shared_tap,NULL,NULL
"104 Seychelles Street",Rural,Sokoto,SoRu35953224,tap_in_home_broken,NULL,NULL
"31 Ndege Tambo Road",Deka,Hawassa,HaDe16465224,well,"Contaminated: Biological","Install UV and RO filter"
"59 Johannesburg Street",Dahabu,Amanzi,AmDa11440224,well,"Contaminated: Chemical","Install RO filter"
"163 Yaounde Street",Zuri,Kilimani,KiZu30896224,tap_in_home_broken,NULL,NULL
"8 Special Star Road",Rural,Kilimani,KiRu30026224,well,"Contaminated: Chemical","Install RO filter"
"128 Asmara Street",Rural,Akatsi,AkRu04287224,shared_tap,NULL,NULL
"191 Mto Wa Uzima Street",Rural,Sokoto,SoRu38223224,tap_in_home_broken,NULL,NULL
"50 Bissau Street",Rural,Akatsi,AkRu04913224,shared_tap,NULL,NULL
"141 Savanna Street",Rural,Akatsi,AkRu03292224,shared_tap,NULL,NULL
"169 Milima Kali Street",Rural,Hawassa,HaRu20096224,well,"Contaminated: Biological","Install UV and RO filter"
"63 Tripoli Street",Harare,Kilimani,KiHa22655224,tap_in_home_broken,NULL,NULL
"64 Steve Biko Avenue",Kofi,Sokoto,SoKo33196224,well,"Contaminated: Chemical","Install RO filter"
"187 Desmond Tutu Street",Rural,Kilimani,KiRu27666224,well,"Contaminated: Biological","Install UV and RO filter"
"119 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07309224,river,NULL,"Drill well"
"116 Lilongwe Street",Lusaka,Akatsi,AkLu01798224,tap_in_home_broken,NULL,NULL
"186 Jengo Street",Pwani,Amanzi,AmPw12388224,well,"Contaminated: Biological","Install UV and RO filter"
"18 Nyuki Okonjo Drive",Rural,Kilimani,KiRu28112224,well,"Contaminated: Biological","Install UV and RO filter"
"112 Cape Verde Street",Ilanga,Sokoto,SoIl32989224,well,"Contaminated: Chemical","Install RO filter"
"67 Lagos Street",Pwani,Amanzi,AmPw12543224,well,"Contaminated: Chemical","Install RO filter"
"6 Koinange Street",Rural,Akatsi,AkRu03590224,well,"Contaminated: Chemical","Install RO filter"
"150 Angelique Street",Rural,Sokoto,SoRu39649224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Chui Wangari Drive",Rural,Sokoto,SoRu37324224,well,"Contaminated: Chemical","Install RO filter"
"63 Eto'o Street",Asmara,Amanzi,AmAs10463224,shared_tap,NULL,NULL
"96 Yaounde Street",Zuri,Kilimani,KiZu31008224,river,NULL,"Drill well"
"46 Nadi Kijani Lane",Asmara,Amanzi,AmAs10498224,well,"Contaminated: Chemical","Install RO filter"
"1 Amin Road",Rural,Hawassa,HaRu18738224,tap_in_home_broken,NULL,NULL
"27 Mto Wa Furaha Road",Rural,Akatsi,AkRu07644224,well,"Contaminated: Chemical","Install RO filter"
"197 Monrovia Street",Rural,Sokoto,SoRu35623224,river,NULL,"Drill well"
"30 Ladysmith Black Street",Rural,Akatsi,AkRu08765224,well,"Contaminated: Chemical","Install RO filter"
"57 Njia Ya Maji Road",Rural,Kilimani,KiRu29074224,shared_tap,NULL,NULL
"36 Serpent Rise",Rural,Sokoto,SoRu34955224,river,NULL,"Drill well"
"114 Seychelles Street",Rural,Sokoto,SoRu36049224,river,NULL,"Drill well"
"21 Accra Avenue",Amina,Amanzi,AmAm09464224,tap_in_home_broken,NULL,NULL
"98 Mbeki Street",Rural,Akatsi,AkRu05896224,shared_tap,NULL,NULL
"179 Kipepeo Johnson Street",Rural,Kilimani,KiRu28219224,tap_in_home_broken,NULL,NULL
"139 Kenyatta Street",Rural,Akatsi,AkRu05231224,well,"Contaminated: Biological","Install UV and RO filter"
"64 Hurghada Street",Rural,Amanzi,AmRu13141224,shared_tap,NULL,NULL
"117 Fisi Nkrumah Street",Rural,Akatsi,AkRu06945224,well,"Contaminated: Chemical","Install RO filter"
"195 Yaounde Street",Zuri,Kilimani,KiZu30974224,well,"Contaminated: Biological","Install UV and RO filter"
"29 Mnyama Dangote Road",Rural,Hawassa,HaRu19441224,tap_in_home_broken,NULL,NULL
"42 Nkrumah Road",Rural,Sokoto,SoRu36447224,river,NULL,"Drill well"
"142 Mbeki Street",Rural,Akatsi,AkRu05829224,shared_tap,NULL,NULL
"174 Mto Wa Uzima Street",Rural,Sokoto,SoRu38257224,well,"Contaminated: Chemical","Install RO filter"
"16 African Skies Street",Rural,Akatsi,AkRu08529224,well,"Contaminated: Chemical","Install RO filter"
"49 Nyuki Okonjo Drive",Rural,Kilimani,KiRu28130224,tap_in_home_broken,NULL,NULL
"32 Zamajobe Avenue",Amina,Amanzi,AmAm09802224,tap_in_home_broken,NULL,NULL
"63 Savanna Street",Rural,Akatsi,AkRu03340224,shared_tap,NULL,NULL
"86 Jerusalema Lane",Rural,Amanzi,AmRu15470224,shared_tap,NULL,NULL
"102 Milima Kali Street",Rural,Hawassa,HaRu20048224,well,"Contaminated: Biological","Install UV and RO filter"
"33 Pwani Ya Joto Road",Rural,Sokoto,SoRu38445224,shared_tap,NULL,NULL
"3 Nile Street",Rural,Sokoto,SoRu35365224,shared_tap,NULL,NULL
"140 Lome Street",Amara,Kilimani,KiAm22012224,tap_in_home_broken,NULL,NULL
"152 Kumasi Street",Lusaka,Akatsi,AkLu02000224,tap_in_home_broken,NULL,NULL
"44 Sahara Terrace",Rural,Akatsi,AkRu02936224,river,NULL,"Drill well"
"46 Ndovu Avenue",Rural,Sokoto,SoRu34866224,tap_in_home_broken,NULL,NULL
"47 Nelson Mandela Street",Rural,Sokoto,SoRu37209224,well,"Contaminated: Chemical","Install RO filter"
"98 Bahari Tamu Road",Ilanga,Sokoto,SoIl32800224,well,"Contaminated: Chemical","Install RO filter"
"65 Algiers Road",Majengo,Sokoto,SoMa33653224,river,NULL,"Drill well"
"140 Afro Beat Road",Serowe,Hawassa,HaSe21344224,shared_tap,NULL,NULL
"142 Cairo Road",Rural,Amanzi,AmRu13010224,well,"Contaminated: Biological","Install UV and RO filter"
"64 Panya Zinjathropus Avenue",Rural,Sokoto,SoRu37610224,river,NULL,"Drill well"
"180 Oliver Tambo Street",Harare,Akatsi,AkHa00319224,well,"Contaminated: Biological","Install UV and RO filter"
"140 Chanzo Cha Furaha Road",Rural,Hawassa,HaRu19829224,well,"Contaminated: Biological","Install UV and RO filter"
"110 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19359224,well,"Contaminated: Biological","Install UV and RO filter"
